DASH.Open;DASH.High;DASH.Low;DASH.Close;DASH.Volume;DASH.Adjusted
70,27999878;76,5;68,45999908;73,70999908;9432100;73,70999908
71,5;73,55000305;65,58000183;65,79000092;6334700;65,79000092
69,01999664;71,16999817;67,43000031;69,37999725;6888200;69,37999725
67,09999847;68,44999695;63;63,63000107;4192800;63,63000107
64;69;61,22000122;66,94999695;7103000;66,94999695
69,20999908;69,98000336;60,63000107;66,23000336;8879100;66,23000336
65;67,95500183;63,15000153;67,80999756;4384900;67,80999756
67,30000305;67,5;60,90499878;62,65999985;5180400;62,65999985
61,36000061;69,48999786;61,36000061;68,48000336;5307800;68,48000336
68,51000214;75;68,20500183;73,69000244;5184300;73,69000244
75,59999847;79,11199951;75,33000183;78,08999634;4755100;78,08999634
78,80000305;81,44000244;75,50499725;76,91000366;8812300;76,91000366
77,19999695;77,44000244;69,69999695;71,94999695;8704900;71,94999695
70,19999695;73,08000183;67,73999786;72,97000122;8603700;72,97000122
68,90000153;71,11499786;66,65000153;68,04000092;5572500;68,04000092
70,59999847;71,625;67,80000305;69,94999695;5235400;69,94999695
68,5;70,22499847;67,72000122;69,93000031;4130600;69,93000031
70;74,73999786;69,25;73,79000092;6005100;73,79000092
72,05000305;72,47000122;68,23999786;68,65000153;5551000;68,65000153
66,27999878;66,75;61,22999954;62,18000031;6763700;62,18000031
58,56999969;60,22000122;57,95999908;58,38000107;5614400;58,38000107
58,70000076;60,29000092;57,31000137;58,45999908;4937700;58,45999908
59,24000168;64,70999908;59,24000168;63,61999893;6286500;63,61999893
59,81999969;60,49700165;56,66999817;58,38000107;6051900;58,38000107
58,09999847;62,79999924;58,09999847;61,68999863;7727900;61,68999863
62,81999969;66,02999878;62,81000137;63,06999969;4531500;63,06999969
62;66,80000305;61,63999939;65,15000153;5852200;65,15000153
66,12000275;70,63999939;65,04000092;70,26999664;4250600;70,26999664
72;74,87999725;70,76000214;74,11000061;9848800;74,11000061
74,25;74,63999939;70,06999969;71,19999695;3443900;71,19999695
71,23999786;73,05000305;67,18000031;67,44999695;3409600;67,44999695
66,06999969;68,06999969;64,58000183;67,41999817;2906000;67,41999817
66,31999969;66,70999908;60,52000046;64,16999817;5383300;64,16999817
65,05000305;69,33000183;65,05000305;67,94999695;4234400;67,94999695
66,22000122;75,05999756;65,69000244;74,90000153;6564100;74,90000153
67,79000092;70;66,83999634;69,36000061;14984000;69,36000061
69,33000183;76;68,18000031;76;6479600;76
74,19999695;77,41500092;72,55999756;74,95999908;4922200;74,95999908
74,19000244;74,58999634;70,73999786;71,31999969;3599100;71,31999969
72,08000183;73,91999817;70,40000153;71,12999725;2947600;71,12999725
68,34999847;74,19999695;68,01000214;71,73999786;3848100;71,73999786
71,23999786;71,67500305;68,33999634;69,33000183;4480300;69,33000183
71,40000153;71,5;67,68000031;70,09999847;3614100;70,09999847
71,77999878;75,80000305;71,73799896;72,44000244;4701100;72,44000244
74;75,11499786;72,34999847;73,73999786;3212300;73,73999786
75,05000305;78,19999695;72,20999908;77,16999817;4617300;77,16999817
76,40000153;77,80999756;73,87999725;77,61000061;5054000;77,61000061
79,01000214;79,37000275;72,05000305;73,44999695;5978000;73,44999695
73,12000275;73,23000336;70,34999847;71,76000214;2845900;71,76000214
70,01000214;70,26999664;67,12999725;68,69999695;3495600;68,69999695
70,76000214;71,98999786;68,44999695;71,41999817;3458900;71,41999817
71;71,72000122;66,62999725;70,06999969;5753700;70,06999969
68,62000275;70,52999878;68,01999664;69,75;4292300;69,75
68,40000153;72,30999756;66,70999908;72,02999878;4976400;72,02999878
74,31999969;77,63999939;74,09100342;75,73999786;7062900;75,73999786
77;80;76,67900085;79,5;7598700;79,5
80,94999695;82,38999939;78,90499878;81,36000061;10185500;81,36000061
84,16000366;87;79,5;80,29000092;18313000;80,29000092
81,04000092;83,86000061;74,87000275;75,54000092;8730800;75,54000092
74,40000153;74,51000214;70,45999908;73,02999878;6710000;73,02999878
76,23999786;81,30000305;75,76000214;80,59999847;8835700;80,59999847
81,63999939;84,19000244;77,52999878;77,88999939;5567900;77,88999939
77,80999756;78,90000153;76,09500122;77,37000275;6688500;77,37000275
76,44000244;78,69000244;76,31999969;77,76000214;3074400;77,76000214
77,40000153;77,44000244;73,30000305;73,56999969;5359700;73,56999969
72,02999878;72,02999878;67,36000061;68,18000031;8518700;68,18000031
67,56999969;68,12999725;66,08999634;66,69999695;3740000;66,69999695
