DASH.Open;DASH.High;DASH.Low;DASH.Close;DASH.Volume;DASH.Adjusted
64,26999664;65,58000183;62,70000076;64,98999786;5561300;64,98999786
64,05000305;65,62000275;62,09999847;63,33000183;6974300;63,33000183
64,13999939;65,59999847;63,18000031;63,61999893;3417500;63,61999893
63,38000107;65,90000153;63;64,12000275;3742200;64,12000275
65,22000122;65,38999939;63,38000107;64,94999695;2805500;64,94999695
64,80999756;65,58899689;60,90000153;61,65999985;3524100;61,65999985
60,59000015;64;60;60,56000137;6717300;60,56000137
61,99000168;62,65999985;59,61000061;61,41999817;3709900;61,41999817
62;62,36000061;59,47999954;59,90000153;4313000;59,90000153
58,79999924;59,65800095;56,59999847;58,88000107;4092800;58,88000107
60;60,43000031;57,72000122;58,22999954;4358100;58,22999954
58,25999832;58,86000061;56,95000076;58,22999954;5699000;58,22999954
57,79000092;59,29999924;57,25;59,11999893;5962900;59,11999893
57,5;60,77999878;57,5;59,33000183;4480300;59,33000183
60;65,13500214;59,83000183;64,30999756;8180900;64,30999756
64,77999878;65,95999908;63,84999847;65,87000275;5924700;65,87000275
62,05599976;63,04999924;60,52000046;62,06999969;6081700;62,06999969
61,50999832;64,65000153;61,33000183;64,52999878;6238500;64,52999878
64,33000183;68,16000366;63,95000076;64,41000366;6780600;64,41000366
61,68999863;62,56000137;59,11000061;59,13000107;11409300;59,13000107
58,45000076;59,34000015;56,91400146;58,88000107;6236400;58,88000107
58,25;59,54000092;57,56999969;57,65999985;5366600;57,65999985
57,79999924;60,38999939;57,09999847;57,16999817;3133500;57,16999817
56,79000092;57,50999832;53,72999954;54;4677800;54
52,81999969;53,52999878;50,54000092;52,00999832;5105000;52,00999832
51,52000046;53,43000031;50,43999863;50,72999954;4106600;50,72999954
52,34000015;53,18000031;50,20000076;51,15000153;3112500;51,15000153
51,22000122;53,04000092;51,00999832;52,70000076;2850800;52,70000076
51,06999969;51,56000137;48,93999863;49,84000015;3107900;49,84000015
49,43999863;51,43500137;49,38700104;49,45000076;3223200;49,45000076
49,72999954;51,36999893;47,52000046;50,52000046;5868800;50,52000046
52,43999863;54,72999954;52,18000031;54,15999985;4934300;54,15999985
52,5;53,70000076;50,81000137;52,99000168;4652900;52,99000168
53,27000046;54,06000137;51,79000092;52,99000168;2384500;52,99000168
51,09000015;51,34999847;48,86000061;49,38999939;3503000;49,38999939
49,59999847;49,79999924;46,56000137;47,70999908;4774200;47,70999908
44,75;46,72000122;41,77000046;44,84999847;14080800;44,84999847
44,84999847;47,16999817;44,34999847;46,72000122;5706600;46,72000122
44;47,31999969;43,11000061;45,90999985;8569400;45,90999985
47;47,40000153;43,04999924;43,06000137;4771300;43,06000137
44,43000031;46,70999908;44,43000031;45,70999908;4325000;45,70999908
47,40000153;48,75999832;45,85499954;46,90000153;4277500;46,90000153
45,5;46,34000015;44,56000137;45,77999878;4134200;45,77999878
46,13000107;47,93000031;45,38499832;45,52999878;4208500;45,52999878
44,86000061;45,33000183;43,41999817;45,22999954;4633200;45,22999954
44,59999847;44,95999908;41,36500168;44,43000031;4199700;44,43000031
44,86999893;47,59999847;44,43999863;47,45999908;3317700;47,45999908
46,84000015;49,51499939;46,34999847;47,22999954;3387100;47,22999954
47,40999985;48,31999969;45,86000061;46,34000015;3611000;46,34000015
45,31000137;47,70999908;44,54000092;47,06000137;6721100;47,06000137
45,41999817;45,63999939;42,18000031;43,52999878;13377700;43,52999878
46,5;47,59999847;44,54000092;45,09999847;9471700;45,09999847
44,56999969;47,36000061;44,54000092;45,11999893;6871000;45,11999893
44,75;48,02000046;44,5;47,61000061;11893200;47,61000061
54,22000122;56,97999954;48,31000137;51,56999969;20529800;51,56999969
53,45000076;54,56000137;50,95000076;52,09999847;8817300;52,09999847
52,22000122;56,47000122;51,29499817;54,52999878;8747500;54,52999878
53,47999954;54,40100098;51,86999893;53,25;5146800;53,25
58,04000092;60,5;57;59,45999908;7144000;59,45999908
60,50999832;64,26000214;58,5;62,99000168;7672600;62,99000168
61,88000107;63,79000092;60,11999893;62,02000046;6399100;62,02000046
64,80000305;65,48999786;61,88999939;63,38000107;6138800;63,38000107
61,40999985;62,22999954;60,45000076;60,77999878;5031000;60,77999878
58,83000183;60,25;58,06999969;58,70000076;4286000;58,70000076
60,04999924;60,06000137;56,77000046;58,29000092;3139600;58,29000092
56,70000076;57,10499954;54,5;55,27000046;5533600;55,27000046
55,31000137;55,74499893;53,02999878;53,95000076;3635800;53,95000076
54,61000061;57,09000015;53,68999863;56,58000183;3963100;56,58000183
55,68999863;56,43999863;55,13999939;55,47000122;1308300;55,47000122
55;57,08000183;54,43999863;54,65000153;4707600;54,65000153
55,31000137;55,54000092;53,24000168;53,34000015;2805400;53,34000015
55,29999924;58,63999939;54,75999832;58,25;7911200;58,25
57,91999817;59,93999863;56,56999969;57,11999893;4222000;57,11999893
53,00999832;56,22000122;52,61999893;55,18999863;4720200;55,18999863
54,84999847;54,99000168;52,95000076;53,22999954;3695700;53,22999954
52,90999985;53,97000122;51,83000183;52,70999908;5475100;52,70999908
52;53,95999908;51,52999878;53,61999893;3606700;53,61999893
54,15999985;55,25;53,44100189;54,00999832;3957600;54,00999832
53,25999832;55,54000092;52,81999969;55,27000046;3360700;55,27000046
55,59000015;58,06000137;55,29999924;58,02000046;5319000;58,02000046
61,20999908;62,31999969;56,97000122;58,24000168;6198700;58,24000168
58;59,04999924;56,88999939;58,5;4133200;58,5
57,5;58;54,38000107;55,25;5287100;55,25
55,04999924;55,15000153;51,72000122;52,52000046;6140800;52,52000046
52,79000092;53,74000168;51,13000107;51,43999863;4111100;51,43999863
51,02999878;52,56999969;50,16799927;51,33000183;3402300;51,33000183
52;53,93000031;51,72499847;52,91999817;3964900;52,91999817
52;52,04000092;49,70000076;51,36000061;3021200;51,36000061
50,97000122;51,22999954;49,75500107;50,68999863;2406100;50,68999863
50;50,02000046;47,84000015;48,43000031;3461800;48,43000031
48,00999832;48,56000137;46,81999969;46,84999847;2580000;46,84999847
47,25;49,75;46,31999969;49,58000183;4235700;49,58000183
48,18999863;49,27000046;47,97000122;48,81999969;3193300;48,81999969
49,97999954;51,08000183;47,82500076;48,36000061;3684800;48,36000061
49,34999847;50,18999863;47,72000122;48,93000031;2874100;48,93000031
48,16999817;48,25;46,79999924;47,13000107;3653200;47,13000107
47,31999969;48,34999847;45,93199921;48;3803100;48
46,5;49,74000168;46,25;48,04999924;8097500;48,04999924
47,72999954;48,88000107;46,49000168;48,04000092;3850600;48,04000092
49;51,9280014;48,27000046;51,79999924;6348700;51,79999924
53;53,27999878;49,45000076;52,02999878;3714100;52,02999878
50,75;52,90999985;50,58000183;52,34000015;2712200;52,34000015
53,09000015;55,52999878;52,14500046;54,47000122;4506100;54,47000122
55,52999878;57,52999878;55,04000092;55,31000137;5267200;55,31000137
54,06999969;55,15499878;53,00999832;54,65000153;2996600;54,65000153
55,56999969;58,04999924;55,49000168;58,02000046;3025600;58,02000046
58,47000122;60,90000153;57,95000076;60,59000015;4495500;60,59000015
60;61,18000031;59,22999954;59,52999878;2354400;59,52999878
57,43000031;59,72999954;56,47000122;59,52999878;2524600;59,52999878
61,49000168;62,04999924;56,83000183;56,95000076;4694300;56,95000076
56,63999939;59,52999878;55,95000076;58,63000107;5283800;58,63000107
57,54999924;58,50500107;56,22000122;56,56000137;3650000;56,56000137
56,79000092;58;56,02000046;57,91999817;3099300;57,91999817
57,45000076;59,53499985;56,00999832;58,90999985;5430500;58,90999985
62;65,34999847;61,27000046;63,81000137;5720400;63,81000137
60,18000031;62,02000046;58,88999939;59,04000092;5835300;59,04000092
58,02000046;59,90000153;58,00999832;59,68000031;2737800;59,68000031
59,63000107;60,38999939;57,79999924;60,02000046;3816200;60,02000046
62,97999954;65,69000244;61,70000076;62,38000107;7901000;62,38000107
62,75999832;64,61000061;61,11999893;61,84999847;5387400;61,84999847
59,97000122;60,29999924;56,79000092;57,72000122;5370800;57,72000122
58,04999924;59,56999969;57,45000076;59,29000092;3824900;59,29000092
58,59000015;62,11000061;57,84500122;61,61000061;3976600;61,61000061
63,24000168;68,40000153;62,68000031;68,18000031;8659500;68,18000031
66,84999847;70,12999725;65,72000122;66,88999939;14708200;66,88999939
69,77999878;70,05000305;60,41999817;61,81000137;23601400;61,81000137
59,97000122;60,86000061;57,22000122;58,06000137;10352500;58,06000137
58,25999832;59,72999954;56,95999908;57,88999939;6327600;57,88999939
58,29999924;58,40000153;55,04999924;56,56999969;5545300;56,56999969
54,88999939;55,45000076;53,49100113;55,09000015;4971600;55,09000015
55,27999878;55,44599915;53,77999878;54,18999863;6040500;54,18999863
54,45999908;55,20999908;53,81000137;54,65999985;4054900;54,65999985
54,59000015;55,13000107;53,61999893;53,91999817;2696000;53,91999817
52,86000061;55,34999847;52,59999847;55,27999878;3181900;55,27999878
55,79000092;57,38000107;55,41999817;57,34000015;3041600;57,34000015
57,52000046;57,77999878;55,81000137;55,95000076;3148100;55,95000076
55,68000031;59,70000076;55,56000137;58,15999985;7913200;58,15999985
57,20000076;58,74000168;56,83000183;58,20000076;5218700;58,20000076
57,61000061;59,45999908;55,06999969;55,27999878;4523100;55,27999878
55,29000092;55,63999939;52,66999817;53,22999954;5145900;53,22999954
52,43000031;55,5;51,5;53,79999924;4896200;53,79999924
57,04000092;58,45000076;56,40000153;56,99000168;5344000;56,99000168
56,04000092;58,61600113;55,75;58,47000122;5420500;58,47000122
58,34000015;61,04999924;58,16999817;60,72999954;4880300;60,72999954
61,09000015;61,77999878;59,33000183;59,63999939;4734300;59,63999939
59;59,70999908;58,13999939;59,31999969;3184800;59,31999969
60,08000183;60,93999863;59,56499863;60,36999893;3215900;60,36999893
60,90999985;61,54100037;59,00999832;59,11999893;3065800;59,11999893
60,36000061;61,99000168;59,56000137;60,31000137;2995200;60,31000137
60,34999847;60,79000092;59,22000122;60,66999817;2644900;60,66999817
61,40999985;61,54000092;59,72999954;59,90000153;2537700;59,90000153
59,72000122;60,15000153;58,68999863;59,04000092;2935000;59,04000092
59,91999817;60,93000031;59,16999817;59,86000061;2235900;59,86000061
61,09000015;62,25999832;60,81000137;61,77999878;3083500;61,77999878
61,83000183;64,46499634;61,40000153;63,56000137;4530400;63,56000137
62,5;64,20999908;62,33000183;63,93999863;2820200;63,93999863
64,40000153;65,14499664;63,20999908;63,34000015;2156100;63,34000015
62,79000092;62,88999939;59,38999939;60,86000061;4330400;60,86000061
60,33000183;60,86000061;58,27999878;60,68000031;2890600;60,68000031
59,52000046;61,79000092;58,74000168;61,58000183;3102400;61,58000183
61,52000046;63,26499939;61,47999954;62,91999817;2860100;62,91999817
64,33000183;65,12000275;59,70999908;60,09999847;3395100;60,09999847
60,97999954;62,68000031;60,40000153;61,45000076;3244200;61,45000076
60,95000076;62,08000183;60,61500168;61,72000122;1992100;61,72000122
61,61999893;62,22000122;60,52999878;60,61999893;2893400;60,61999893
61,5;62,43000031;60,83000183;62,38999939;3549600;62,38999939
61,41999817;62,41500092;60,61999893;61,72999954;3050000;61,72999954
60,54999924;60,97000122;59,50999832;59,56000137;2320100;59,56000137
59,66999817;61,29000092;58,54000092;61,29000092;2608000;61,29000092
61,63999939;62,11999893;59,27999878;59,88000107;1958000;59,88000107
58,97999954;59,31900024;56,59000015;56,81999969;3544100;56,81999969
57,72000122;58,47000122;56,95999908;57,5;4947200;57,5
58,43999863;59,27000046;57,86000061;58,41999817;1801900;58,41999817
58,06000137;61,25;57,38999939;61,18999863;3234500;61,18999863
60,93000031;62,875;60,45000076;62,20000076;4179100;62,20000076
63,5;64,23000336;60,91999817;61,61999893;4656500;61,61999893
61,72000122;63,88000107;61,27999878;62,36000061;2989900;62,36000061
62,61999893;63,66999817;62,27000046;62,83000183;5980800;62,83000183
65;65,30999756;60,36000061;62,90000153;9165400;62,90000153
62,90000153;67,26999664;62,90000153;66,76999664;6387200;66,76999664
66,45999908;69,27999878;65,87000275;67,30000305;6874500;67,30000305
68,23999786;69,33999634;66,44000244;68,76000214;5811900;68,76000214
68,94000244;68,95999908;67,08999634;67,22000122;3140500;67,22000122
67,25;67,64499664;65,23999786;65,87000275;2741300;65,87000275
66,26999664;67,06999969;65,55999756;66,19999695;2411000;66,19999695
65,55000305;65,80999756;63,72999954;64,18000031;3531200;64,18000031
64;65,73000336;63,72999954;65,22000122;2251600;65,22000122
65;67,49500275;64,73000336;66,97000122;3054400;66,97000122
67,05999756;67,07499695;65,80999756;66,98000336;2031600;66,98000336
66,55999756;67,87999725;63,63000107;65,62999725;6574300;65,62999725
64,77999878;67,30000305;64,65000153;66,02999878;2734800;66,02999878
65,36000061;67,30999756;65,30000305;66;2897400;66
66,98000336;67,41999817;65,76000214;66,5;2764700;66,5
66,68000031;68,43000031;66,5;67,44000244;2286200;67,44000244
68,33999634;68,33999634;64,68000031;64,94000244;3414600;64,94000244
64,01000214;65,40000153;62,83000183;65,29000092;4714800;65,29000092
64,83000183;69,08999634;64,58999634;67,56999969;4190200;67,56999969
69;69,95999908;67,48000336;67,87999725;2814600;67,87999725
67,66000366;69,85399628;67;69,34999847;2985500;69,34999847
68,76000214;71,76000214;67,94999695;71,19000244;3649900;71,19000244
71,41999817;71,41999817;68,70999908;70,15000153;4064100;70,15000153
69,16999817;71,38999939;69;69,97000122;2520900;69,97000122
70,23000336;72,44000244;69,68000031;71,77999878;4902600;71,77999878
72;72,72000122;70,65799713;72,37000275;2864500;72,37000275
73,37999725;73,59999847;71,13999939;73,16000366;2284000;73,16000366
72,01999664;72,01999664;70,38999939;71,5;3149900;71,5
71,13999939;73,08000183;70,69000244;71,76000214;2721800;71,76000214
72,37000275;73,55999756;71,76000214;73,26000214;3658000;73,26000214
72,11000061;73,33499908;71,66999817;73;2840400;73
72,98000336;73,81500244;71,84999847;72,91000366;2820100;72,91000366
72,79000092;73,87000275;72,25;72,76999664;2564200;72,76999664
72,05000305;73,26000214;71,22000122;72,63999939;6262500;72,63999939
72,08999634;75,15000153;72,04000092;73,58000183;2983900;73,58000183
74,47000122;74,87000275;73,12999725;74,76000214;2625300;74,76000214
74,87000275;77,23500061;74,80000305;76,48999786;3118800;76,48999786
76,38999939;76,63999939;74,98999786;75,44999695;1817900;75,44999695
76,66999817;77,80000305;76,22000122;76,41999817;2645100;76,41999817
76,73999786;78,76000214;76,73999786;78,70999908;1750100;78,70999908
78,41999817;79,18000031;77,65000153;79,06999969;1922600;79,06999969
77,66999817;78,52999878;75,06500244;76,98999786;3734900;76,98999786
77,36000061;78,73999786;77,04000092;77,94999695;2402500;77,94999695
78,01000214;78,44000244;76,83000183;77,61000061;2194900;77,61000061
77,61000061;80,01999664;77,38999939;79,84999847;1999300;79,84999847
81,19000244;81,34999847;79,44000244;80,58999634;2463500;80,58999634
81,69999695;84,11499786;81,55000305;83,29000092;2584800;83,29000092
83,5;84,06999969;81,69000244;83,95999908;2904300;83,95999908
83,69000244;85,70999908;82,91000366;85,33999634;3033200;85,33999634
85,33999634;86,25;84,30999756;85,06999969;2961900;85,06999969
85;86,06999969;83,98000336;85,09999847;2495900;85,09999847
83,84999847;85,02700043;83,41000366;83,63999939;2942100;83,63999939
84,75;85,31999969;84,23999786;84,5;1639600;84,5
85,29000092;85,69000244;83,66000366;84,30999756;1698000;84,30999756
85,44000244;86,41999817;84,65000153;85,40000153;4062000;85,40000153
85,23999786;87,09999847;84,72000122;86,11000061;1954300;86,11000061
87,08999634;87,95500183;85,44999695;86,04000092;3292000;86,04000092
87,65000153;90,86000061;87,56999969;89,65000153;4688400;89,65000153
90,11000061;92,61000061;89,83999634;90,79000092;3102600;90,79000092
89,5;90;85,94000244;86,58999634;4756000;86,58999634
84,37999725;86,80999756;83,80500031;85,98000336;5971000;85,98000336
86,29000092;89,73000336;84,33000183;85,45999908;9056300;85,45999908
85,94999695;87,23999786;83,06999969;83,59999847;5583200;83,59999847
83,05999756;84,68000031;80,86000061;84,36000061;4560100;84,36000061
83,62000275;84,73000336;82,54000092;84,62999725;2113000;84,62999725
84,20999908;84,29000092;81,37999725;82,37999725;2946500;82,37999725
83,01999664;83,08000183;81,25;82,38999939;2934900;82,38999939
81,41000366;81,41000366;78,56999969;79,19000244;4053400;79,19000244
78,5;80,05999756;78,02999878;79,88999939;2567400;79,88999939
79,43000031;79,86000061;78,16000366;78,83000183;3581500;78,83000183
78,73999786;80,23999786;78,51999664;79,79000092;2549000;79,79000092
80,63999939;80,77999878;77,63999939;77,87999725;3111400;77,87999725
77,19999695;78,26999664;76,25;77,81999969;2985200;77,81999969
78,15000153;78,95999908;75,05999756;76,59999847;5922900;76,59999847
77,48999786;78,86000061;77,12999725;77,83999634;2110100;77,83999634
78,01000214;78,40000153;76,94000244;77,33999634;1803200;77,33999634
77,22000122;77,31999969;75,62000275;76,12999725;2479900;76,12999725
76,45999908;78,37999725;76,36499786;78,01999664;2322800;78,01999664
78;79,06999969;77,23000336;78,5;3487600;78,5
78,23999786;82,47000122;78,05000305;81,95999908;3382000;81,95999908
81;83,48000336;80,18000031;82,73000336;2960400;82,73000336
82,98999786;84,73999786;82,91999817;84,12999725;4088300;84,12999725
85;85,37999725;83,59999847;84,04000092;2304800;84,04000092
83,98999786;84,29000092;83,25;83,68000031;2146700;83,68000031
83,09999847;83,09999847;81,44999695;82,58999634;2514100;82,58999634
81,38999939;82,29000092;80,04000092;82,01999664;2466500;82,01999664
81,80999756;82,37000275;80,12999725;82,16999817;2195300;82,16999817
83,83999634;84,19000244;82,79000092;83,29000092;2392200;83,29000092
82,43000031;84,16999817;82,19999695;82,87000275;1483100;82,87000275
82,48999786;82,99500275;81,66999817;82,23000336;1542700;82,23000336
83,01000214;83,91999817;82,06500244;82,98000336;2456500;82,98000336
80,5;81,30999756;79,16000366;80,93000031;6995700;80,93000031
81,34999847;83,87999725;80,80999756;80,91999817;3954400;80,91999817
79,94999695;80,52999878;76,54000092;79,19000244;4624500;79,19000244
79,41000366;80,19999695;78,69000244;78,94999695;3121100;78,94999695
78,19000244;78,23000336;75,55500031;75,61000061;5127800;75,61000061
76,08000183;77,37000275;75,62000275;76,18000031;1741000;76,18000031
75,41999817;76,30000305;75,06999969;75,47000122;1880600;75,47000122
75,06999969;76,09500122;74,1289978;74,58000183;1908900;74,58000183
74,94000244;78,31999969;74,73000336;78,15000153;3760600;78,15000153
77,11000061;79,73999786;76,59999847;77,80000305;3055700;77,80000305
78,65000153;80,91500092;78,65000153;79,47000122;2746900;79,47000122
78,58000183;79,58999634;78,19999695;79,44000244;2651500;79,44000244
79,16000366;79,86000061;76,59999847;77,25;2401800;77,25
77,73000336;78,98000336;77,26000214;77,93000031;2856900;77,93000031
77,18000031;77,41999817;72,67199707;73,80999756;5251800;73,80999756
73;74,75;71,91000366;74,51000214;4727700;74,51000214
73,63999939;76,90000153;72,69999695;76,08000183;4041700;76,08000183
76,33000183;81,61499786;76,08999634;81,43000031;5025800;81,43000031
81,80000305;83,83999634;80,51000214;80,80000305;3329700;80,80000305
80,90000153;82,30000305;79,68000031;80,09999847;2740000;80,09999847
80,44000244;80,70800018;74,88999939;75,37000275;4099100;75,37000275
75,04000092;76,70500183;73,73999786;76,41999817;3298200;76,41999817
75,48999786;76,65000153;74,58000183;75,87999725;2722400;75,87999725
74,98999786;76,90000153;74,08000183;74,5;2578400;74,5
75;75,26000214;72,86000061;73,37000275;2037900;73,37000275
73,30999756;74,30000305;72,01000214;73,06999969;3366900;73,06999969
72,01000214;75,76000214;72,01000214;74,80999756;2541300;74,80999756
75,41999817;77,48999786;75,34999847;76,36000061;2749300;76,36000061
75,23000336;75,59500122;71,80999756;72,27999878;2894300;72,27999878
72,48000336;72,81999969;69,90000153;71,02999878;2245100;71,02999878
72;73,13500214;70,5;70,65000153;2702800;70,65000153
71,61000061;73,76499939;71,37999725;73,20999908;3700300;73,20999908
73,80000305;75,54499817;72,65000153;74,94999695;3573200;74,94999695
75,41999817;76,40000153;74,22000122;75,90000153;5842800;75,90000153
85,08999634;90,33999634;84,38999939;87,79000092;12346100;87,79000092
88,05000305;93,19000244;87,95999908;92,48999786;8015400;92,48999786
92,48999786;92,48999786;86,9509964;89,04000092;4535000;89,04000092
89,5;90,23500061;87,70999908;88,91000366;3424800;88,91000366
88,18000031;88,91999817;86,30000305;87,30999756;5506300;87,30999756
87,90000153;88,08000183;83,58000183;84,52999878;4333100;84,52999878
85,31999969;88,25;85,05999756;87,47000122;3502900;87,47000122
86,69999695;90,41999817;86,33000183;89,76999664;3339200;89,76999664
91,54000092;94,17299652;90,87000275;93,69000244;5048600;93,69000244
94,55000305;95,88999939;93,55999756;95,16000366;4340000;95,16000366
94,98999786;95,30000305;93,83499908;95,08999634;4541800;95,08999634
95,54000092;95,69799805;94,26000214;95,23000336;3432900;95,23000336
94,5;96,01000214;93,65000153;95,75;7263900;95,75
94,25;95,58000183;93,61000061;94,59999847;5573100;94,59999847
95;95,61000061;93,80000305;95,34999847;4330200;95,34999847
93,83999634;94,87999725;93,06999969;93,80999756;2749900;93,80999756
93,30000305;95,06999969;92,55999756;93,94999695;4450100;93,94999695
93,97000122;95,65899658;93,25499725;94,44000244;5530400;94,44000244
95;96,98999786;93,75;94,95999908;6193300;94,95999908
94,80999756;95,53500366;92,58000183;93,98000336;3916000;93,98000336
93,05000305;96,70999908;93,05000305;96,58000183;2948400;96,58000183
96,12000275;99,25;95,56900024;98,36000061;4702500;98,36000061
97,98000336;97,98000336;95,07499695;96,23500061;4771000;96,23500061
98;99,33000183;96,54000092;96,84999847;3699600;96,84999847
96,66000366;99,55500031;95,98000336;98,97000122;3622600;98,97000122
99;100,7300034;97,45999908;100;4301100;100
102,3099976;103,9800034;100,9800034;101,5;8721800;101,5
100,8099976;101,6500015;100,4499969;101;4789500;101
101,1900024;101,4800034;99,12999725;100,4300003;4899900;100,4300003
101,5100021;102,2429962;99,66500092;101,7600021;5577800;101,7600021
102,7399979;103,3099976;100,2200012;101,5699997;30556000;101,5699997
102,5800018;103,6600037;100,7399979;102,7099991;3861800;102,7099991
103,25;103,7900009;101,3199997;101,4599991;4890800;101,4599991
101,0199966;102,2300034;98,65000153;98,72000122;3031500;98,72000122
99,98999786;100,8779984;98,5;100,5599976;4070100;100,5599976
100,3499985;101,5100021;99,30999756;100,5299988;3521700;100,5299988
100,9800034;100,9800034;99,12999725;99,86000061;2129400;99,86000061
100,2399979;100,9049988;99,62000275;100,6900024;1939900;100,6900024
100,8000031;100,8099976;99,23999786;100,2099991;2372300;100,2099991
99,66000366;100,5699997;98,40000153;98,88999939;2525400;98,88999939
